City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Wajir,KE,2021-06-06 23:12:05,1.7471,40.0573,76.06,67,15,20.07
261,Vanimo,PG,2021-06-06 23:12:05,-2.6741,141.3028,78.62,89,100,7.09
262,Sao Francisco,BR,2021-06-06 23:09:58,-15.9486,-44.8644,75.13,42,82,4.5
263,Kruisfontein,ZA,2021-06-06 23:12:06,-34.0033,24.7314,56.55,22,2,8.25
264,Davila,PH,2021-06-06 23:12:06,18.4726,120.5763,83.3,74,100,1.86
265,Bambous Virieux,MU,2021-06-06 23:12:06,-20.3428,57.7575,71.22,82,35,14.43
266,Ambon,ID,2021-06-06 23:12:07,-3.6954,128.1814,77.14,94,40,9.57
267,Tiznit,MA,2021-06-06 23:12:07,29.5833,-9.5,69.22,63,100,1.36
268,Cherskiy,RU,2021-06-06 23:12:08,68.75,161.3,68.04,35,100,19.39
269,Riohacha,CO,2021-06-06 23:11:02,11.5444,-72.9072,82.92,68,100,20.51
270,Porto,PT,2021-06-06 23:11:44,41.1496,-8.611,64.29,85,0,1.01
271,Vostok,RU,2021-06-06 23:12:08,46.4856,135.8833,60.08,58,73,4.05
272,Hofn,IS,2021-06-06 23:12:08,64.2539,-15.2082,46.99,98,95,12.75
273,Mareeba,AU,2021-06-06 23:12:09,-17.0,145.4333,68.72,86,86,5.93
274,Kokopo,PG,2021-06-06 23:12:09,-4.352,152.2633,81.81,73,84,3.2
275,Buchanan,LR,2021-06-06 23:12:10,5.8808,-10.0467,76.96,84,99,8.79
276,Mao,ES,2021-06-06 23:12:10,39.8885,4.2658,61.36,88,0,4.61
277,Divnomorskoye,RU,2021-06-06 23:12:10,44.5011,38.1353,59.41,85,79,8.97
278,Tougan,BF,2021-06-06 23:12:11,13.0667,-3.0667,92.77,30,26,3.69
279,Marienburg,PL,2021-06-06 23:12:11,54.0359,19.0266,54.05,81,71,2.21
280,Magadan,RU,2021-06-06 23:12:11,59.5667,150.8,47.97,76,46,4.29
281,Nome,US,2021-06-06 23:08:50,64.5011,-165.4064,37.17,75,90,11.5
282,Kedrovyy,RU,2021-06-06 23:12:12,56.1667,91.8167,54.01,89,92,10.33
283,Sudbury,CA,2021-06-06 23:10:36,46.49,-80.99,84.42,55,99,4.0
284,Zhezkazgan,KZ,2021-06-06 23:12:12,47.8043,67.7144,61.0,28,85,9.53
285,Berlevag,NO,2021-06-06 23:12:13,70.8578,29.0864,39.25,72,6,0.78
286,Half Moon Bay,US,2021-06-06 23:12:13,37.4636,-122.4286,83.57,61,1,10.36
287,Sika,GM,2021-06-06 23:12:13,13.3546,-16.345,77.14,77,1,12.01
288,Namibe,AO,2021-06-06 23:12:14,-15.1961,12.1522,74.14,50,41,9.26
289,Hopelchen,MX,2021-06-06 23:12:14,19.7667,-89.85,90.68,28,34,6.6
290,Urucara,BR,2021-06-06 23:11:12,-2.5364,-57.76,80.76,70,88,2.19
291,Mizdah,LY,2021-06-06 23:12:14,31.4451,12.9801,77.67,22,10,9.86
292,Port Macquarie,AU,2021-06-06 23:12:15,-31.4333,152.9167,54.9,60,5,4.45
